12.1722,11.381,0,1.3078,0,1.7281,0,47.1794,1
12.2571,11.1845,0,1.2953,0,1.9456,0,47.8979,1
12.342,11.0262,0,1.2828,0,2.1326,0,48.5781,1
12.4269,10.8984,0,1.2704,0,2.2953,0,49.2278,1
12.5188,10.787,0,1.2571,0,2.45,0,49.9039,1
12.6107,10.6986,0,1.244,0,2.5864,0,50.5567,1
12.7026,10.6287,0,1.2311,0,2.7079,0,51.1909,1
12.7945,10.5733,0,1.2183,0,2.818,0,51.8104,1
12.8617,10.5742,0,1.2091,0,2.8979,0,52.262,1
12.9288,10.4955,0,1.2,0,2.9689,0,52.7029,1
12.996,10.2477,0,1.1909,0,3.0158,0,53.1142,1
13.0631,9.9297,0,1.1818,0,3.0315,0,53.4851,1
13.1303,9.6614,0,1.1725,0,3.0315,0,53.8298,1
13.1975,9.4021,0,1.1632,0,3.0315,0,54.1656,1
13.2646,9.1515,0,1.1539,0,3.0315,0,54.4926,1
13.3318,8.9094,0,1.1445,0,3.0315,0,54.8113,1
13.6676,7.8507,0,1.0974,0,3.0315,0,56.2932,1
14.0034,6.8779,0,1.0499,0,3.0315,0,57.5994,1
14.3392,5.8752,0,1.0024,0,3.0315,0,58.7369,1
14.6751,4.9265,0,0.9548,0,3.0315,0,59.7098,1
15.136,3.892,0,0.8901,0,3.0315,0,60.809,1
15.5969,3.075,0,0.827,0,3.0315,0,61.6891,1
16.0578,2.4328,0,0.7662,0,3.0315,0,62.3921,1
16.5187,1.9255,0,0.7082,0,3.0315,0,62.9574,1
16.9,1.5849,0,0.6626,0,3.0315,0,63.3436,1
17.2812,1.3046,0,0.6192,0,3.0315,0,63.6673,1
17.6625,1.0743,0,0.5781,0,3.0315,0,63.9387,1
18.0438,0.8847,0,0.5392,0,3.0315,0,64.1671,1
18.4296,0.7266,0,0.5022,0,3.0315,0,64.3623,1
18.8153,0.5967,0,0.4673,0,3.0315,0,64.527,1
19.201,0.4903,0,0.4346,0,3.0315,0,64.6662,1
19.5867,0.4029,0,0.404,0,3.0315,0,64.7842,1
19.69,0.3822,0,0.3962,0,3.0315,0,64.8127,1
19.7934,0.3626,0,0.3884,0,3.0315,0,64.8401,1
19.8967,0.344,0,0.3809,0,3.0315,0,64.8663,1
20,0.3263,0,0.3734,0,3.0315,0,64.8914,1
